Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
KT-16465,392,14,3057.1,1,4,4,144,At Risk
KT-16480,101,13,4642.088400000001,3,3,5,335,Potential Loyalist
KW-16435,97,10,4416.5199999999995,3,2,5,325,Others/Standard
KW-16570,772,5,449.096,1,1,1,111,Lost / Hibernating
LA-16780,155,26,8673.222,2,5,5,255,At Risk
LB-16735,49,3,50.188,4,1,1,411,Others/Standard
LB-16795,153,24,4985.676,2,5,5,255,At Risk
LC-16870,28,30,2580.7039999999997,4,5,3,453,Loyal Customers
LC-16885,17,23,7663.126,5,5,5,555,VIP / Champions
LC-16930,42,14,4492.946,4,4,5,445,VIP / Champions
LC-16960,437,7,3246.626,1,1,4,114,Lost / Hibernating
LC-17050,55,9,2095.064,3,2,3,323,Others/Standard
LC-17140,14,19,2633.582,5,5,3,553,Loyal Customers
LD-16855,553,1,5.304,1,1,1,111,Lost / Hibernating
LD-17005,415,7,1961.934,1,1,3,113,Lost / Hibernating
LE-16810,22,9,1469.45,5,2,2,522,Loyal Customers
LF-17185,23,16,3930.5089999999996,5,4,4,544,VIP / Champions
LH-16750,152,3,287.426,2,1,1,211,Others/Standard
LH-16900,22,15,2295.332,5,4,3,543,Loyal Customers
LH-17020,240,6,318.239,1,1,1,111,Lost / Hibernating
LH-17155,386,19,1739.689,1,5,3,153,At Risk
LL-16840,250,12,2741.2039999999997,1,3,3,133,Lost / Hibernating
LM-17065,392,7,1346.774,1,1,2,112,Lost / Hibernating
LO-17170,3,9,644.35,5,2,1,521,Loyal Customers
LP-17080,41,9,756.606,4,2,1,421,Loyal Customers
LP-17095,10,15,3653.399,5,4,4,544,VIP / Champions
LR-16915,27,16,5142.892,5,4,5,545,VIP / Champions
LR-17035,133,12,1879.306,2,3,3,233,Others/Standard
LS-16945,179,14,2845.27,2,4,4,244,At Risk
LS-16975,21,22,2988.674,5,5,4,554,VIP / Champions
LS-17200,97,14,1010.2560000000001,3,4,2,342,Potential Loyalist
LS-17230,778,6,368.88000000000005,1,1,1,111,Lost / Hibernating
LS-17245,35,12,1008.1360000000001,4,3,2,432,Loyal Customers
LT-16765,27,3,329.876,5,1,1,511,Others/Standard
LT-17110,35,14,2936.252,4,4,4,444,VIP / Champions
LW-16825,89,15,2238.061,3,4,3,343,Potential Loyalist
LW-16990,34,11,3230.308,4,3,4,434,Loyal Customers
LW-17125,206,5,1259.04,2,1,2,212,Others/Standard
LW-17215,22,15,5420.514,5,4,5,545,VIP / Champions
MA-17560,65,34,4299.161,3,5,5,355,Potential Loyalist
MA-17995,187,12,2453.284,2,3,3,233,Others/Standard
MB-17305,49,19,1548.702,4,5,2,452,Loyal Customers
MB-18085,45,10,1428.231,4,2,2,422,Loyal Customers
MC-17275,77,13,2725.982,3,3,3,333,Potential Loyalist
MC-17425,400,10,4432.138,1,2,5,125,Lost / Hibernating
MC-17575,28,11,1303.893,4,3,2,432,Loyal Customers
MC-17590,52,17,2426.067,4,4,3,443,Loyal Customers
MC-17605,113,18,2258.192,2,5,3,253,At Risk
MC-17635,190,8,795.154,2,2,1,221,Others/Standard
MC-17845,2,14,3805.714,5,4,4,544,VIP / Champions
MC-18100,42,19,2218.98,4,5,3,453,Loyal Customers
MC-18130,370,11,1581.9979999999998,1,3,2,132,Lost / Hibernating
MD-17350,118,17,3766.382,2,4,4,244,At Risk
MD-17860,37,8,1204.91,4,2,2,422,Loyal Customers
ME-17320,43,22,10663.728000000001,4,5,5,455,VIP / Champions
ME-17725,29,13,1908.4532,4,3,3,433,Loyal Customers
ME-18010,93,6,1256.944,3,1,2,312,Others/Standard
MF-17665,422,8,937.039,1,2,1,121,Lost / Hibernating
MF-18250,8,12,1758.3,5,3,3,533,Loyal Customers
MG-17650,30,14,3785.276,4,4,4,444,VIP / Champions
MG-17680,93,10,2350.188,3,2,3,323,Others/Standard
MG-17695,556,7,1342.282,1,1,2,112,Lost / Hibernating
MG-17875,117,7,1242.8329999999999,2,1,2,212,Others/Standard
MG-17890,100,13,776.384,3,3,1,331,Potential Loyalist
MG-18145,85,8,3061.543,3,2,4,324,Others/Standard
MG-18205,265,2,16.739,1,1,1,111,Lost / Hibernating
MH-17290,120,13,2394.025,2,3,3,233,Others/Standard
MH-17440,377,9,400.016,1,2,1,121,Lost / Hibernating
MH-17455,86,11,2456.1820000000002,3,3,3,333,Potential Loyalist
MH-17620,156,6,1252.8,2,1,2,212,Others/Standard
MH-17785,99,11,2203.7780000000002,3,3,3,333,Potential Loyalist
MH-18025,50,10,2984.948,4,2,4,424,Loyal Customers
MH-18115,6,22,5503.093,5,5,5,555,VIP / Champions
MJ-17740,23,15,6320.746,5,4,5,545,VIP / Champions
MK-17905,29,17,2302.368,4,4,3,443,Loyal Customers
MK-18160,241,11,1031.602,1,3,2,132,Lost / Hibernating
ML-17395,70,20,2722.843,3,5,3,353,Potential Loyalist
ML-17410,55,15,2921.5,3,4,4,344,Potential Loyalist
ML-17755,30,13,2071.9139999999998,4,3,3,433,Loyal Customers
ML-18040,80,4,742.082,3,1,1,311,Others/Standard
ML-18265,101,3,162.232,3,1,1,311,Others/Standard
MM-17260,169,6,1314.023,2,1,2,212,Others/Standard
MM-17920,8,16,3794.0800000000004,5,4,4,544,VIP / Champions
MM-18055,62,19,2749.881,3,5,3,353,Potential Loyalist
MM-18280,86,12,775.414,3,3,1,331,Potential Loyalist
MN-17935,35,10,2477.946,4,2,3,423,Loyal Customers
MO-17500,73,5,922.487,3,1,1,311,Others/Standard
MO-17800,105,11,1687.0269999999998,2,3,2,232,Others/Standard
MO-17950,181,4,154.288,2,1,1,211,Others/Standard
MP-17470,720,14,3206.132,1,4,4,144,At Risk
MP-17965,73,20,3983.6420000000003,3,5,4,354,Potential Loyalist
MP-18175,17,19,5087.92,5,5,5,555,VIP / Champions
MR-17545,126,6,639.178,2,1,1,211,Others/Standard
MS-17365,274,24,7443.6900000000005,1,5,5,155,At Risk
MS-17530,435,7,475.65599999999995,1,1,1,111,Lost / Hibernating
MS-17710,414,15,1613.402,1,4,2,142,At Risk
MS-17770,122,19,3144.678,2,5,4,254,At Risk
MS-17830,453,5,370.348,1,1,1,111,Lost / Hibernating
MS-17980,27,11,855.116,5,3,1,531,Loyal Customers
MT-17815,50,10,2890.139,4,2,4,424,Loyal Customers
MT-18070,204,11,1319.4498,2,3,2,232,Others/Standard
MV-17485,28,15,1560.05,4,4,2,442,Loyal Customers
MV-18190,20,11,1734.574,5,3,2,532,Loyal Customers
MW-18220,18,14,5341.900000000001,5,4,5,545,VIP / Champions
MW-18235,45,3,5253.876,4,1,5,415,Others/Standard
MY-17380,30,13,2254.285,4,3,3,433,Loyal Customers
MY-18295,72,21,4152.696,3,5,4,354,Potential Loyalist
MZ-17335,31,6,593.606,4,1,1,411,Others/Standard
MZ-17515,283,10,2564.906,1,2,3,123,Lost / Hibernating
NB-18580,1166,2,273.87199999999996,1,1,1,111,Lost / Hibernating
NB-18655,20,17,1972.599,5,4,3,543,Loyal Customers
NC-18340,225,17,2461.404,2,4,3,243,At Risk
NC-18415,42,14,2218.9900000000002,4,4,3,443,Loyal Customers
NC-18535,7,15,8241.739,5,4,5,545,VIP / Champions
NC-18625,205,9,1821.742,2,2,3,223,Others/Standard
ND-18370,28,18,4326.139,4,5,5,455,VIP / Champions
ND-18460,184,8,2893.455,2,2,4,224,Others/Standard
NF-18385,80,14,8322.826,3,4,5,345,Potential Loyalist
NF-18475,526,4,377.16200000000003,1,1,1,111,Lost / Hibernating
NF-18595,115,12,2031.472,2,3,3,233,Others/Standard
NG-18355,49,16,1869.58,4,4,3,443,Loyal Customers
NG-18430,49,9,1395.9379999999999,4,2,2,422,Loyal Customers
NH-18610,190,11,2673.29,2,3,3,233,Others/Standard
NK-18490,71,11,572.048,3,3,1,331,Potential Loyalist
NL-18310,59,10,1418.0900000000001,3,2,2,322,Others/Standard
NM-18445,161,14,6459.344,2,4,5,245,At Risk
NM-18520,245,15,2161.979,1,4,3,143,At Risk
NP-18325,26,21,5529.62,5,5,5,555,VIP / Champions
NP-18670,59,10,3908.402,3,2,4,324,Others/Standard
NP-18685,407,7,1228.698,1,1,2,112,Lost / Hibernating
NP-18700,139,13,7903.1825,2,3,5,235,Others/Standard
NR-18550,211,13,2367.277,2,3,3,233,Others/Standard
NS-18505,7,15,2575.863,5,4,3,543,Loyal Customers
NS-18640,175,26,2964.823,2,5,4,254,At Risk
NW-18400,173,22,7234.014,2,5,5,255,At Risk
NZ-18565,86,20,2488.31,3,5,3,353,Potential Loyalist
ON-18715,411,15,1567.52,1,4,2,142,At Risk
OT-18730,66,10,3818.624,3,2,4,324,Others/Standard
PA-19060,104,7,729.408,3,1,1,311,Others/Standard
PB-18805,26,10,740.356,5,2,1,521,Loyal Customers
PB-19105,58,5,688.324,3,1,1,311,Others/Standard
PB-19150,98,11,1456.95,3,3,2,332,Potential Loyalist
PB-19210,689,2,132.738,1,1,1,111,Lost / Hibernating
PC-18745,3,5,1832.064,5,1,3,513,Others/Standard
PC-19000,883,3,1061.488,1,1,2,112,Lost / Hibernating
PF-19120,836,19,9062.864,1,5,5,155,At Risk
PF-19165,197,10,2770.0,2,2,4,224,Others/Standard
PF-19225,115,10,2206.1279999999997,2,2,3,223,Others/Standard
PG-18820,37,26,3086.907,4,5,4,454,VIP / Champions
PG-18895,58,17,1987.164,3,4,3,343,Potential Loyalist
PH-18790,71,2,729.648,3,1,1,311,Others/Standard
PJ-18835,40,13,1220.09,4,3,2,432,Loyal Customers
PJ-19015,135,10,1824.2340000000002,2,2,3,223,Others/Standard
PK-18910,484,3,1441.152,1,1,2,112,Lost / Hibernating
PK-19075,10,25,8646.934,5,5,5,555,VIP / Champions
PL-18925,16,8,239.481,5,2,1,521,Loyal Customers
PM-18940,387,4,1405.402,1,1,2,112,Lost / Hibernating
PM-19135,52,7,4115.662,4,2,4,424,Loyal Customers
PN-18775,31,13,1467.152,4,3,2,432,Loyal Customers
PO-18850,5,22,7473.8282,5,5,5,555,VIP / Champions
PO-18865,1,13,2493.214,5,3,3,533,Loyal Customers
PO-19180,161,18,4893.043,2,5,5,255,At Risk
PO-19195,87,10,1056.858,3,3,2,332,Potential Loyalist
PP-18955,98,34,7252.608,3,5,5,355,Potential Loyalist
PR-18880,37,12,1840.178,4,3,3,433,Loyal Customers
PS-18760,108,21,2181.479,2,5,3,253,At Risk
PS-18970,70,13,1278.639,3,3,2,332,Potential Loyalist
PS-19045,237,13,6843.634,1,3,5,135,Lost / Hibernating
PT-19090,72,7,160.572,3,2,1,321,Others/Standard
PV-18985,90,13,2876.046,3,3,4,334,Potential Loyalist
PW-19030,47,13,3454.916,4,3,4,434,Loyal Customers
PW-19240,465,12,3922.4150000000004,1,3,4,134,Lost / Hibernating
QJ-19255,26,13,6108.338,5,3,5,535,Loyal Customers
RA-19285,6,17,2617.906,5,4,3,543,Loyal Customers
RA-19885,44,15,3832.314,4,4,4,444,VIP / Champions
RA-19915,13,22,4793.543,5,5,5,555,VIP / Champions
RA-19945,62,9,1686.9225,3,2,2,322,Others/Standard
RB-19330,69,6,1008.1959999999999,3,1,2,312,Others/Standard
RB-19360,97,18,15117.339,3,5,5,355,Potential Loyalist
RB-19435,20,16,2663.0860000000002,5,4,3,543,Loyal Customers
RB-19465,10,23,4715.466,5,5,5,555,VIP / Champions
RB-19570,26,9,528.546,5,2,1,521,Loyal Customers
RB-19645,649,7,221.084,1,2,1,121,Lost / Hibernating
RB-19705,55,7,2067.45,3,2,3,323,Others/Standard
RB-19795,33,18,5633.316000000001,4,5,5,455,VIP / Champions
RC-19825,370,10,966.409,1,3,2,132,Lost / Hibernating
RC-19960,111,11,885.752,2,3,1,231,Others/Standard
RD-19480,73,15,4272.93,3,4,4,344,Potential Loyalist
RD-19585,181,19,2912.8940000000002,2,5,4,254,At Risk
RD-19660,115,5,2786.632,2,1,4,214,Others/Standard
RD-19720,22,20,1419.737,5,5,2,552,Loyal Customers
RD-19810,15,16,1137.616,5,4,2,542,Loyal Customers
RD-19900,115,21,3133.924,2,5,4,254,At Risk
RD-19930,43,10,970.9420000000001,4,3,2,432,Loyal Customers
RE-19405,1098,1,48.36,1,1,1,111,Lost / Hibernating
RE-19450,303,9,876.696,1,2,1,121,Lost / Hibernating
RF-19345,391,16,3309.15,1,4,4,144,At Risk
RF-19735,90,14,2341.2960000000003,3,4,3,343,Potential Loyalist
RF-19840,7,11,945.222,5,3,1,531,Loyal Customers
RH-19495,33,8,3621.3759999999997,4,2,4,424,Loyal Customers
RH-19510,468,12,6979.18,1,3,5,135,Lost / Hibernating
RH-19555,520,3,740.382,1,1,1,111,Lost / Hibernating
RH-19600,535,11,2085.7400000000002,1,3,3,133,Lost / Hibernating
RK-19300,120,8,1460.192,2,2,2,222,Others/Standard
RL-19615,122,24,6234.91,2,5,5,255,At Risk
RM-19375,346,9,1453.474,1,2,2,122,Lost / Hibernating
RM-19675,7,11,5979.0960000000005,5,3,5,535,Loyal Customers
RM-19750,300,2,98.35,1,1,1,111,Lost / Hibernating
RO-19780,36,12,3815.478,4,3,4,434,Loyal Customers
RP-19270,497,12,954.6452,1,3,1,131,Lost / Hibernating
RP-19390,34,25,5153.084,4,5,5,455,VIP / Champions
RP-19855,29,15,2170.716,4,4,3,443,Loyal Customers
RR-19315,20,4,615.932,5,1,1,511,Others/Standard
RR-19525,171,10,3302.2619999999997,2,3,4,234,Others/Standard
RS-19420,77,9,3221.29,3,2,4,324,Others/Standard
RS-19765,37,14,4159.7699999999995,4,4,4,444,VIP / Champions
RS-19870,20,3,22.328,5,1,1,511,Others/Standard
RW-19540,121,23,7397.401,2,5,5,255,At Risk
RW-19630,90,16,3279.746,3,4,4,344,Potential Loyalist
RW-19690,80,15,3495.646,3,4,4,344,Potential Loyalist
SA-20830,64,21,4767.3415,3,5,5,355,Potential Loyalist
SB-20170,202,7,1348.02,2,2,2,222,Others/Standard
SB-20185,189,12,6410.996,2,3,5,235,Others/Standard
SB-20290,48,17,8057.891,4,4,5,445,VIP / Champions
SC-20020,782,17,3362.9636,1,4,4,144,At Risk
SC-20050,41,15,4624.572,4,4,5,445,VIP / Champions
SC-20095,350,22,14142.333999999999,1,5,5,155,At Risk
SC-20230,150,11,4371.9580000000005,2,3,5,235,Others/Standard
SC-20260,188,18,3729.7929999999997,2,5,4,254,At Risk
SC-20305,30,12,3979.065,4,3,4,434,Loyal Customers
SC-20380,31,20,5992.536,4,5,5,455,VIP / Champions
SC-20440,37,10,1874.998,4,3,3,433,Loyal Customers
SC-20575,93,7,902.7280000000001,3,2,1,321,Others/Standard
SC-20680,127,8,1254.64,2,2,2,222,Others/Standard
SC-20695,90,14,2576.408,3,4,3,343,Potential Loyalist
SC-20725,188,26,5226.21,2,5,5,255,At Risk
SC-20770,42,21,4492.657,4,5,5,455,VIP / Champions
SC-20800,31,5,279.25600000000003,4,1,1,411,Others/Standard
SC-20845,132,4,280.632,2,1,1,211,Others/Standard
SD-20485,201,21,6121.114,2,5,5,255,At Risk
SE-20110,10,19,12209.438000000002,5,5,5,555,VIP / Champions
SF-20065,60,9,763.5459999999999,3,2,1,321,Others/Standard
SF-20200,60,15,3422.7859999999996,3,4,4,344,Potential Loyalist
SF-20965,49,17,3336.535,4,4,4,444,VIP / Champions
SG-20080,9,11,3406.5809999999997,5,3,4,534,Loyal Customers
SG-20470,184,14,1884.798,2,4,3,243,At Risk
SG-20605,109,13,3124.832,2,4,4,244,At Risk
SG-20890,227,5,47.946,1,1,1,111,Lost / Hibernating
SH-19975,30,29,3406.8395,4,5,4,454,VIP / Champions
SH-20395,24,15,2180.718,5,4,3,543,Loyal Customers
SH-20635,766,2,2096.392,1,1,3,113,Lost / Hibernating
SJ-20125,96,24,3949.656,3,5,4,354,Potential Loyalist
SJ-20215,30,10,1341.036,4,3,2,432,Loyal Customers
SJ-20500,254,7,1318.776,1,2,2,122,Lost / Hibernating
SK-19990,9,5,883.409,5,1,1,511,Others/Standard
SL-20155,71,9,3053.012,3,2,4,324,Others/Standard
SM-20005,422,6,244.49399999999997,1,1,1,111,Lost / Hibernating
SM-20320,80,15,25043.05,3,4,5,345,Potential Loyalist
SM-20905,607,6,1043.041,1,1,2,112,Lost / Hibernating
SM-20950,26,22,5563.392,5,5,5,555,VIP / Champions
SN-20560,112,15,1860.418,2,4,3,243,At Risk
SN-20710,80,19,3127.9592,3,5,4,354,Potential Loyalist
SO-20335,30,15,2602.5755,4,4,3,443,Loyal Customers
SP-20545,328,10,1306.086,1,3,2,132,Lost / Hibernating
SP-20620,48,24,5440.319,4,5,5,455,VIP / Champions
SP-20650,387,15,1872.4360000000001,1,4,3,143,At Risk
SP-20860,80,24,4282.94,3,5,5,355,Potential Loyalist
SP-20920,71,14,3990.689,3,4,4,344,Potential Loyalist
SR-20425,9,9,3233.481,5,2,4,524,Loyal Customers
SR-20740,197,12,4345.8859999999995,2,3,5,235,Others/Standard
SS-20140,16,21,1324.028,5,5,2,552,Loyal Customers
SS-20410,111,12,3056.8070000000002,2,3,4,234,Others/Standard
SS-20515,492,6,613.4,1,1,1,111,Lost / Hibernating
SS-20590,433,9,418.49,1,2,1,121,Lost / Hibernating
SS-20875,121,15,964.636,2,4,2,242,At Risk
ST-20530,126,12,433.34000000000003,2,3,1,231,Others/Standard
SU-20665,21,18,2595.364,5,5,3,553,Loyal Customers
SV-20365,102,32,11470.949999999999,3,5,5,355,Potential Loyalist
SV-20785,321,25,4105.305,1,5,4,154,At Risk
SV-20815,77,6,1271.0900000000001,3,1,2,312,Others/Standard
SV-20935,3,13,1903.491,5,4,3,543,Loyal Customers
SW-20245,82,10,1085.078,3,3,2,332,Potential Loyalist
SW-20275,31,7,1966.65,4,2,3,423,Loyal Customers
SW-20350,163,6,1019.044,2,1,2,212,Others/Standard
SW-20455,163,9,2921.544,2,2,4,224,Others/Standard
SW-20755,535,8,758.6959999999999,1,2,1,121,Lost / Hibernating
SZ-20035,36,20,3625.329,4,5,4,454,VIP / Champions
TA-21385,70,10,14595.62,3,3,5,335,Potential Loyalist
TB-21055,120,18,1467.881,2,5,2,252,At Risk
TB-21175,59,11,3589.296,3,3,4,334,Potential Loyalist
TB-21190,50,4,816.1740000000001,4,1,1,411,Others/Standard
TB-21250,350,19,1602.376,1,5,2,152,At Risk
TB-21280,584,11,2198.45,1,3,3,133,Lost / Hibernating
TB-21355,147,13,834.328,2,4,1,241,At Risk
TB-21400,203,17,9133.99,2,4,5,245,At Risk
TB-21520,108,20,4737.486,2,5,5,255,At Risk
TB-21595,286,7,1387.559,1,2,2,122,Lost / Hibernating
TB-21625,31,15,2797.668,4,4,4,444,VIP / Champions
TC-20980,400,12,19052.218,1,3,5,135,Lost / Hibernating
TC-21145,107,4,1038.26,2,1,2,212,Others/Standard
TC-21295,28,16,4266.812,4,4,4,444,VIP / Champions
TC-21475,154,11,1244.976,2,3,2,232,Others/Standard
TC-21535,5,10,742.5580000000001,5,3,1,531,Loyal Customers
TD-20995,38,16,1434.5480000000002,4,4,2,442,Loyal Customers
TG-21310,338,9,3058.372,1,2,4,124,Lost / Hibernating
TG-21640,115,10,2074.661,2,3,3,233,Others/Standard
TH-21100,345,7,2422.824,1,2,3,123,Lost / Hibernating
TH-21115,59,9,2942.772,3,2,4,324,Others/Standard
TH-21235,118,13,1022.201,2,4,2,242,At Risk
TH-21550,73,13,4234.0960000000005,3,4,4,344,Potential Loyalist
TM-21010,104,19,2955.2259999999997,3,5,4,354,Potential Loyalist
TM-21490,131,4,1094.6779999999999,2,1,2,212,Others/Standard
TN-21040,91,12,3130.221,3,3,4,334,Potential Loyalist
TP-21130,9,16,4454.0560000000005,5,4,5,545,VIP / Champions
TP-21415,105,10,5329.0048,2,3,5,235,Others/Standard
TP-21565,351,10,1936.6399999999999,1,3,3,133,Lost / Hibernating
TR-21325,194,7,675.9419999999999,2,2,1,221,Others/Standard
TS-21085,358,2,4.833,1,1,1,111,Lost / Hibernating
TS-21160,505,17,2163.6240000000003,1,4,3,143,At Risk
TS-21205,199,19,5371.09,2,5,5,255,At Risk
TS-21340,227,12,974.7819999999999,1,3,2,132,Lost / Hibernating
TS-21370,37,15,11891.751,4,4,5,445,VIP / Champions
TS-21430,173,7,2054.14,2,2,3,223,Others/Standard
TS-21505,12,14,2243.274,5,4,3,543,Loyal Customers
TS-21610,56,11,2820.424,3,3,4,334,Potential Loyalist
TS-21655,239,14,3368.094,1,4,4,144,At Risk
TT-21070,32,14,4915.602,4,4,5,445,VIP / Champions
TT-21220,184,15,1427.0439999999999,2,4,2,242,At Risk
TT-21265,407,3,439.5,1,1,1,111,Lost / Hibernating
TT-21460,13,14,5364.808,5,4,5,545,VIP / Champions
TW-21025,65,12,5278.826,3,3,5,335,Potential Loyalist
TZ-21580,36,9,1707.286,4,2,2,422,Loyal Customers
VB-21745,55,10,2005.596,3,3,3,333,Potential Loyalist
VD-21670,582,16,6442.254,1,4,5,145,At Risk
VF-21715,14,11,847.944,5,3,1,531,Loyal Customers
VG-21790,155,8,846.01,2,2,1,221,Others/Standard
VG-21805,287,6,427.372,1,1,1,111,Lost / Hibernating
VM-21685,55,12,2454.866,3,3,3,333,Potential Loyalist
VM-21835,118,8,380.69,2,2,1,221,Others/Standard
VP-21730,31,5,993.9019999999999,4,1,2,412,Others/Standard
VP-21760,76,14,3360.526,3,4,4,344,Potential Loyalist
VS-21820,222,8,1055.981,2,2,2,222,Others/Standard
VT-21700,1001,9,1736.596,1,2,2,122,Lost / Hibernating
VW-21775,29,18,6134.0380000000005,4,5,5,455,VIP / Champions
WB-21850,21,37,6160.102,5,5,5,555,VIP / Champions
XP-21865,44,28,2374.658,4,5,3,453,Loyal Customers
YC-21895,5,8,5454.35,5,2,5,525,Loyal Customers
YS-21880,10,12,6720.4439999999995,5,3,5,535,Loyal Customers
ZC-21910,55,31,8025.707,3,5,5,355,Potential Loyalist
ZD-21925,203,9,1493.944,2,2,2,222,Others/Standard
